,isocode,country_x,ln_maddison_pcgdp2000,ln_export_area,ln_export_pop,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,atlantic_distance_minimum,indian_distance_minimum,saharan_distance_minimum,red_sea_distance_minimum,ethnic_fractionalization,state_dev,land_area,LN_GDPPC$_2021,Country Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,LNYR1960,LNYR1961,LNYR1962,LNYR1963,LNYR1964,LNYR1965,LNYR1966,LNYR1967,LNYR1968,LNYR1969,LNYR1970,LNYR1971,LNYR1972,LNYR1973,LNYR1974,LNYR1975,LNYR1976,LNYR1977,LNYR1978,LNYR1979,LNYR1980,LNYR1981,LNYR1982,LNYR1983,LNYR1984,LNYR1985,LNYR1986,LNYR1987,LNYR1988,LNYR1989,LNYR1990,LNYR1991,LNYR1992,LNYR1993,LNYR1994,LNYR1995,LNYR1996,LNYR1997,LNYR1998,LNYR1999,LNYR2000,LNYR2001,LNYR2002,LNYR2003,LNYR2004,LNYR2005,LNYR2006,LNYR2007,LNYR2008,LNYR2009,LNYR2010,LNYR2011,LNYR2012,LNYR2013,LNYR2014,LNYR2015,LNYR2016,LNYR2017,LNYR2018,LNYR2019,LNYR2020,LNYR2021,LNYR2022
24,LSO,Lesotho,7.4054956,-2.3025851,3.912023,0,1,0,0,0,0,0,0,29,28.2439,8,42,-9,-4.6051702,0,0,0,1,0,1,0,0,0,-13.815511,-9.2103405,-3.6375294,-0.15206537,7.2021523,3.0349998,6.637325,4.8458314,0.255,1,0.0304,1029.506189,Lesotho,46.86663762,46.91841282,53.34649782,58.13591895,62.26210177,63.79760764,63.8627607,64.49068779,64.47690581,66.77535442,67.16291998,72.15944934,73.74234711,106.7148711,128.3437938,122.9743097,117.5189991,149.343187,200.2459912,211.9446194,306.5646945,299.9569839,234.3065829,252.6899794,211.7654983,166.1597231,192.1073429,237.0705037,271.3196326,280.3529827,331.5237678,384.9805422,447.1491696,443.16723,459.6627444,518.0212392,483.9207512,505.9388033,467.5879619,457.7043425,443.9499497,412.9622962,388.3674764,580.9372838,761.1810388,850.7753155,910.6185634,848.0773719,885.6593032,866.4751272,1104.811547,1265.857945,1205.859985,1141.360923,1165.05065,1113.836835,994.2397641,1062.456192,1162.978854,1061.223356,917.3563813,1029.506189,969.9357602,3.847306071,3.848410196,3.97680833,4.062783699,4.131352922,4.155715692,4.156736417,4.166520838,4.16630711,4.201334067,4.207121309,4.278878245,4.300577222,4.670160522,4.854712552,4.811975469,4.766600015,5.006246926,5.299546567,5.356325011,5.725428808,5.703639077,5.456630441,5.532163359,5.355479522,5.112949513,5.258054293,5.468357581,5.603297582,5.636049462,5.803699505,5.953192793,6.102892252,6.093947193,6.130493056,6.250016244,6.181921156,6.22641572,6.147587485,6.126223435,6.09571183,6.023356296,5.961951996,6.364642806,6.634871225,6.74614807,6.814124109,6.742971872,6.786332343,6.764433404,7.007430054,7.143505389,7.094948272,7.039976621,7.060519841,7.015565942,6.901978389,6.968338669,7.05873997,6.967177631,6.821496035,6.936834538,6.877229843
25,MAR,Morocco,7.8853292,-2.3025851,3.912023,0,0,1,0,0,0,0,0,33,-6.35425,0,72,0,1.4149623,0,99,1,0,1,0,0,0,0,-5.4725213,-7.7791405,-6.9077554,1.2681983,5.7939663,13.675612,1.0225959,4.5706105,0.4841,0.81,0.447,3767.524902,Morocco,172.5993195,167.1652985,191.2201996,208.0873718,213.7559814,219.4827881,208.522934,214.9808655,224.7494659,244.2866516,257.7296448,276.5081177,313.9982605,376.7793274,452.0603333,516.6027222,537.8085938,604.3435059,705.1932373,825.6427612,1097.664795,874.7869263,847.3258667,758.4675903,675.0164795,666.7158203,846.9058838,928.4981079,1076.092773,1081.965332,1219.424438,1282.57959,1317.329956,1217.429077,1348.539063,1455.950317,1585.722778,1416.900391,1658.471802,1627.135132,1492.377075,1500.363403,1590.487305,1936.09021,2177.798828,2237.576172,2433.212646,2751.423584,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455,5.150972836,5.118983134,5.253425641,5.337958048,5.364835091,5.391273815,5.34004903,5.370549026,5.414986297,5.498342337,5.551911147,5.622240179,5.749387446,5.931659678,6.113815652,6.24727415,6.287502723,6.404142755,6.558471861,6.716162187,7.000940289,6.773980344,6.742085351,6.631300069,6.514737105,6.502363899,6.741589571,6.833568343,6.981091957,6.986534418,7.106134254,7.156628634,7.183362206,7.1044966,7.20677711,7.283414105,7.368795594,7.256226942,7.413651856,7.39457616,7.30812548,7.313462626,7.371795729,7.568425863,7.686069934,7.713148493,7.79696774,7.919873724,8.064690139,8.044992463,8.028732859,8.102420843,8.059593795,8.124933572,8.140471337,8.051732275,8.049731017,8.09818763,8.158422512,8.160113241,8.088951365,8.23417354,8.143805494
26,MDG,Madagascar,6.559615,5.3632393,11.355519,0,0,1,0,0,0,0,0,19,46.72618,8,71,1,2.1075768,0,3,1,0,0,0,0,1,0,-7.501954,-9.2103405,-6.9077554,-0.074497,9.686486,0.9039161,5.731615,3.4535468,0.8791,0.505,0.587,503.3520812,Madagascar,132.6702842,134.2930942,138.3624779,138.4593311,142.5361923,144.2038319,151.6500461,156.8050471,164.5267571,163.7733323,167.4550101,175.3548968,190.2671346,227.4263864,255.9429827,295.6988614,274.2665177,287.8449704,316.2872568,398.4641852,581.3281373,516.9081956,505.2246202,481.1514055,390.0081728,369.2611854,410.6360064,295.018266,284.6004297,275.2632012,330.8435257,265.7937076,294.293435,312.0789333,262.1461278,276.7368025,344.4649474,288.4493808,288.6359375,271.9429822,285.4664632,325.4603011,310.9297109,359.5343847,277.5078266,311.7931266,330.52267,427.8363292,522.830622,455.4073738,459.375408,516.9025393,504.1737377,526.6880196,517.1361831,455.6380346,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520812,516.592616,4.887866984,4.900024682,4.929876893,4.930576644,4.959595949,4.971227798,5.021575538,5.055003296,5.103073214,5.098483352,5.120714719,5.166811902,5.248429056,5.42682661,5.544954696,5.689341576,5.614100326,5.662422038,5.756650841,5.98761762,6.365315378,6.247865287,6.225003123,6.176181993,5.966167695,5.911504213,6.017707193,5.687037273,5.651086195,5.617727735,5.801645532,5.582720473,5.684577348,5.743256147,5.568902088,5.623066883,5.841992336,5.664519614,5.665166162,5.60559242,5.654124555,5.785240491,5.739566877,5.884809818,5.625849137,5.742339912,5.80067525,6.058740714,6.259257553,6.121192345,6.129867758,6.247854345,6.222920926,6.26660838,6.24830625,6.121698711,6.141211599,6.221579857,6.239386544,6.238870698,6.136439463,6.221289888,6.247254587
27,MLI,Mali,6.7357802,6.5203085,13.056465,0,0,1,0,0,0,0,0,14,-3.54519,0,73,8,-4.6051702,0,89,1,0,0,0,1,0,0,-0.8741745,-9.2103405,-6.9077554,-0.1801779,3.8974888,10.79005,2.2629168,4.310751,0.6906,0.115,1.24,881.5100887,Mali,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,46.78519452,57.54698178,56.07507437,58.46546333,63.25645746,76.66695555,87.32165169,82.01019199,124.2222548,137.9665954,151.3752972,172.8705345,221.0315176,238.680482,204.3011031,173.2970042,165.0272848,153.5388423,170.036076,222.226156,246.7015367,251.7025991,248.6655541,299.8216158,298.5686885,304.0278705,296.4580151,214.3626455,272.7950322,274.4224087,260.3559664,274.9743971,315.171468,263.4983842,299.4121753,326.9666591,381.9485463,427.71732,473.9950468,506.9118387,579.2571409,676.1270011,680.6499586,688.3278659,810.182556,753.3921375,778.7970528,818.4303414,723.5042049,750.0518091,795.6828016,856.3565966,840.1757464,822.9061368,881.5100887,833.2972551,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,3.845566796,4.052601689,4.026691407,4.068436209,4.147197217,4.339470788,4.469598447,4.406843532,4.822072339,4.927011594,5.019762165,5.152542959,5.398305305,5.475125762,5.319594901,5.15500691,5.106110823,5.033953579,5.136010626,5.403695584,5.508179253,5.528248228,5.516108837,5.703187684,5.699000019,5.717119376,5.691905607,5.367669186,5.608720715,5.614668557,5.562049796,5.616677992,5.753116834,5.574047236,5.701821137,5.789858206,5.945285904,6.05846251,6.161196872,6.2283371,6.361746491,6.51638093,6.523048163,6.534265274,6.6972596,6.624585859,6.657750489,6.707388288,6.584106358,6.620142283,6.679200616,6.752686874,6.733611092,6.712842144,6.781636447,6.725390427
28,MOZ,Mozambique,7.2668276,6.6597753,12.701247,0,0,0,1,0,0,0,0,23,35.58901,13,67,7,1.1248648,0,13,1,0,0,1,0,0,0,-5.6486306,-9.2103405,-6.9077554,-0.020147951,9.264256,2.1853728,5.267768,3.298301,0.6932,0.844,0.802,504.0377871,Mozambique,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,692.2343533,752.3102886,830.7551992,867.0824421,876.4772447,1144.684809,284.2568166,202.5563158,202.9501864,198.3593752,196.324434,250.6379459,294.9851828,328.0183292,362.5134664,333.7751383,310.0950625,318.3089925,343.1287471,403.0207131,438.7934727,458.615152,508.0448956,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3799965,512.2157638,456.581929,504.0377871,558.2986064,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.539924559,6.623148857,6.722335166,6.765134061,6.775910742,7.042884602,5.649878113,5.311017951,5.312960562,5.290080412,5.279768566,5.524009451,5.686925127,5.793069489,5.893061622,5.810467528,5.736878904,5.763022586,5.838105733,5.998987958,6.084028853,6.12821141,6.230569821,6.382559967,6.303718614,6.20371705,6.422075271,6.524284701,6.523657917,6.537333736,6.403306801,6.077093907,6.140519526,6.235155539,6.23874595,6.123768156,6.22265124,6.324893956
29,MRT,Mauritania,6.9246125,5.0729494,12.874637,0,0,1,0,0,0,0,0,18,-10.34285,0,69,7,-0.3119217,0,99,1,0,0,0,1,0,0,-1.4447759,-9.2103405,-6.9077554,-1.4457083,4.4237103,11.914301,2.2552571,4.973302,0.615,0.858,1.03,1998.394003,Mauritania,149.4249253,184.7745931,185.4210538,184.55848,239.3778657,264.4313608,267.9545682,275.7244059,294.7728139,270.9897473,275.7136584,290.1938989,328.7538521,401.8696063,484.8416837,540.0479083,577.7006604,578.4501861,565.9289631,650.4214823,695.5128948,712.4469572,693.7085992,707.7329957,633.5961964,578.2188421,659.9682085,726.4170147,742.4264855,742.003754,751.1934824,1032.614156,1007.809646,825.7936346,840.0502399,878.7506082,877.8297777,834.04376,796.8425282,757.8090665,660.3038611,632.2141418,629.7819017,711.3824822,801.7786831,974.6575859,1272.082434,1378.215104,1610.236979,1418.940843,1646.130428,1919.452271,1850.384968,1929.775639,1715.388838,1562.726836,1579.200717,1634.642158,1749.954236,1800.875187,1836.292411,1998.394003,2065.155516,5.006794095,5.219136667,5.222629205,5.217966378,5.478043331,5.577581712,5.590817444,5.619401838,5.686204937,5.602080987,5.619362858,5.670549316,5.795309301,5.996127674,6.183822412,6.291657855,6.359055846,6.360352434,6.338468563,6.477620587,6.544649552,6.568705463,6.542051986,6.562066898,6.451411837,6.359952417,6.492191665,6.58812425,6.609923856,6.609354302,6.621663252,6.939848881,6.915534588,6.716344905,6.733461699,6.778501135,6.7774527,6.726285871,6.680657079,6.630431463,6.492700125,6.449228169,6.445373572,6.567210235,6.686832614,6.882086215,7.148410548,7.228544538,7.384136639,7.257665987,7.406182617,7.559795149,7.523148987,7.565159026,7.447395062,7.354187546,7.364674123,7.399179196,7.467344916,7.496028041,7.515503824,7.600099138,7.632960813
30,MUS,Mauritius,9.273503,-2.3025851,3.912023,0,1,0,0,0,0,0,0,20,57.79387,0,74,10,4.5555735,1,13,1,0,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,-2.3025851,10.310096,0.03190955,6.273852,3.8837142,0.4634,,0.00186,9068.980181,Mauritius,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,776.6414282,893.91387,1087.702573,1275.034209,1171.577307,1165.152944,1086.530028,1088.436401,1027.991517,1054.475996,1422.560988,1815.349008,2046.044192,2075.54266,2506.184877,2669.326336,2973.205449,2973.793608,3197.336898,3599.551682,3899.442362,3646.637899,3593.241569,3695.933735,3929.081782,3856.630788,4018.948897,4793.722474,5388.062453,5282.900111,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.980181,10256.23031,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.654978761,6.795609428,6.99182302,7.150728288,7.066106246,7.06060764,6.990744437,6.992497451,6.935362194,6.960799236,7.260214039,7.504033019,7.623663545,7.637977921,7.826516906,7.889581411,7.997395926,7.997593726,8.070073523,8.188564584,8.268588838,8.201560899,8.186810018,8.214988504,8.276161034,8.257549228,8.298775679,8.475062523,8.591941129,8.572230489,8.647515109,8.790978689,8.990946318,8.898109619,8.987243874,9.126637297,9.136826899,9.186523399,9.246320752,9.159875296,9.206907016,9.291153685,9.36249998,9.341653926,9.106206091,9.112615098,9.235640635
31,MWI,Malawi,6.5206213,6.9688244,12.33135,0,1,0,0,0,0,0,0,15,34.30362,0,66,-1,-4.6051702,0,16,0,1,0,1,0,0,0,-13.815511,-9.2103405,-6.9077554,0.9706659,9.266991,2.1831534,4.820801,2.9221413,0.6744,0.861,0.118,633.6097332,Malawi,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,287.3864256,276.2613531,253.1385105,252.2057382,239.5460113,215.9246467,217.7782196,207.5353497,229.382038,252.2323285,286.9165596,326.1716353,258.8956104,293.7822177,169.7491987,201.1014042,321.9596271,368.6773117,237.3743335,235.510232,225.9524567,217.2404733,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768727,454.4432661,500.1655472,537.9322041,584.3628673,622.1845913,633.6097332,645.1586921,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,5.660827741,5.621347349,5.533936811,5.530245176,5.478745512,5.374929489,5.383477204,5.335301685,5.435388902,5.530350601,5.65919144,5.787423731,5.556424932,5.682838737,5.134322046,5.303809279,5.774426156,5.909921767,5.469638361,5.46175436,5.420324609,5.381004912,6.067723168,5.956658902,6.010259289,6.033331428,6.094751184,6.169669468,6.3234966,6.445893065,6.53399113,6.645159367,6.333388929,6.216999583,6.280633596,6.299458075,6.119073079,6.214939138,6.287732538,6.370522138,6.433236819,6.451433202,6.469496321
32,NAM,Namibia,8.24144,-1.4653018,7.080479,0,0,0,0,0,0,1,0,24,17.21072,0,35,-4,0.59236085,0,0,0,1,0,1,0,0,0,-0.6370343,-9.2103405,0.2363898,-2.1212907,5.682842,5.792154,5.980785,4.6850657,0.6329,0.664,0.824,4919.188955,Namibia,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,2481.562733,2278.633026,2107.079171,2223.825423,1837.353319,1470.978844,1603.782065,1973.579037,2065.562989,1968.166169,2037.910472,2117.005717,2346.276391,2153.341913,2352.661864,2478.25374,2417.577961,2453.866577,2231.114475,2175.449455,2156.090245,1916.255862,1773.431554,2571.982397,3407.850648,3692.752603,4027.961706,4394.517341,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4919.188955,5031.11503,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,7.816643775,7.731330992,7.653057988,7.706984155,7.516081402,7.293683338,7.380119909,7.587603943,7.633158102,7.58485751,7.619680283,7.657757972,7.760584836,7.674776292,7.763302674,7.815309454,7.790521475,7.805420254,7.710256504,7.684990568,7.676051789,7.558128489,7.48067168,7.852432241,8.133837063,8.214127422,8.301015747,8.388112984,8.348141485,8.371619122,8.602530179,8.678130966,8.702373718,8.60575911,8.620490312,8.510304069,8.437043761,8.604025833,8.646005148,8.542115269,8.355154551,8.500898949,8.523396914
33,NER,Niger,6.22059,2.752292,9.695232,0,0,1,0,0,0,0,0,13,9.3731,0,68,8,-4.6051702,0,90,1,0,0,0,1,0,0,-5.203685,-9.2103405,-6.9077554,-0.58696204,5.1585155,9.223114,1.7682153,2.9538758,0.6518,0.582,1.27,590.6294948,Niger,128.530591,134.8455755,143.2839817,153.3720509,148.0353599,166.122986,168.3153769,154.9937143,145.1382758,137.7655623,139.1771437,144.5828376,150.7778549,187.0554754,197.4639683,196.40257,193.9486121,228.7911413,305.3801035,352.3007296,406.3587875,340.9996972,307.354577,266.4703045,209.5318276,200.4254612,257.0199032,292.40876,289.6701214,268.5494053,419.6038954,380.5366379,380.1490696,332.0622156,204.1495871,234.6196048,237.0149628,218.2461447,243.5175496,225.953508,192.8777258,203.5264889,223.3523929,263.0912318,281.3253602,316.3656476,331.103768,384.7183455,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,585.4049292,4.856166938,4.904130239,4.964828547,5.032866675,4.997451163,5.112728394,5.125839463,5.043384563,4.977686914,4.925553417,4.935747537,4.973852614,5.015807594,5.231405233,5.285556129,5.280166481,5.267593238,5.432809541,5.721557242,5.864485156,6.007236482,5.831881589,5.728002055,5.58526281,5.34487565,5.300442413,5.549153526,5.678152686,5.668742763,5.593034902,6.03931116,5.941582461,5.940563464,5.805322348,5.318852995,5.4579655,5.468123273,5.38562353,5.495189012,5.420329261,5.262056443,5.315796163,5.408750761,5.572500861,5.639511865,5.756898657,5.802431825,5.952511496,6.157356938,6.127789918,6.156158072,6.229698652,6.263488325,6.306563291,6.329283154,6.176098639,6.208662701,6.243279902,6.343176601,6.309583909,6.336545448,6.381188908,6.372303794
34,NGA,Nigeria,7.052721,7.690816,12.088366,0,1,0,0,0,0,0,0,9,8.10141,25,80,16,-0.0799525,0,45,0,1,0,0,1,0,0,-11.85755,0.13403782,-6.9077554,1.8214788,5.2243314,9.150605,2.6416843,3.314152,0.8505,0.478,0.924,2065.77441,Nigeria,93.39704772,97.42096828,104.8527493,108.0157416,113.6583753,117.6653708,124.7918564,99.85740444,97.74452712,122.0424175,225.7739995,161.5439014,210.9954798,254.3873472,406.2701421,441.9785958,561.5500999,541.156246,532.2174337,667.9817219,880.0619837,2187.886436,1844.849844,1223.603921,903.4493516,882.2827027,638.7316957,598.2909687,549.5037556,474.4569001,567.5179022,609.3731283,519.6358475,551.8929192,762.3987332,1302.550052,1673.906146,1765.078768,1871.756057,494.1292273,563.0470862,583.0858388,733.5378887,786.8022148,992.7453991,1250.406913,1652.154002,1876.413033,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023643,2074.613747,2065.77441,2162.633734,4.536859736,4.579041468,4.652556978,4.682276972,4.733197241,4.767844755,4.826647201,4.603743213,4.582357209,4.804368669,5.419534497,5.084776941,5.35183671,5.538858094,6.007018313,6.091261455,6.330700995,6.293708047,6.277052116,6.504260811,6.779992341,7.690691259,7.520153168,7.109555817,6.80622005,6.782512529,6.459484485,6.394077205,6.309015608,6.162170782,6.341272295,6.41243077,6.253128273,6.313354041,6.636469691,7.172079201,7.422915184,7.475950596,7.534632337,6.202797077,6.333363259,6.368334412,6.597879251,6.667976901,6.900474236,7.131224308,7.409835171,7.537117272,7.708765498,7.54109289,7.731979532,7.825995749,7.911332372,7.998589675,8.071203794,7.893405725,7.670792422,7.571411587,7.661919706,7.755348943,7.637530269,7.633260452,7.679082079
35,RWA,Rwanda,6.7214255,-2.3025851,3.912023,0,0,0,0,1,0,0,0,2,29.91774,7,83,12,-4.6051702,0,9,1,0,0,0,0,1,0,-3.5035248,-9.2103405,-6.9077554,2.945036,10.753802,2.6227405,3.5678132,2.1017318,0.3238,0.982,0.0263,821.1713948,Rwanda,40.11919241,40.04393541,40.03684927,40.10890822,39.83282286,44.43606357,36.1570684,44.95330925,47.02336094,49.94867146,56.43719034,55.52431584,59.59451829,68.25853957,70.32204158,126.6373782,137.2042711,156.096859,184.014166,218.617337,239.1153863,258.5577578,248.9418067,252.5324431,262.0908223,273.7664313,299.2873721,320.292078,344.478185,336.7447982,348.3878303,255.3675793,264.9826101,249.4105703,111.9373042,227.4588749,205.8421295,241.5055329,251.3496873,269.3323046,255.1119678,239.1456764,234.8351253,249.574757,270.3233079,325.0500663,358.1392267,427.4571469,529.567595,565.0186811,594.1602545,650.9914842,706.2020035,704.4856255,724.7923503,733.8874728,728.8696189,756.5476411,768.9436612,806.1008203,773.7732609,821.1713948,966.2320714,3.691854834,3.689977237,3.689800262,3.69159846,3.684691267,3.794051382,3.587872459,3.805624379,3.85064452,3.910995907,4.033128344,4.016821048,4.087563595,4.223302548,4.253085286,4.841327713,4.921470845,5.050476706,5.215012744,5.387322882,5.476946223,5.555119103,5.517219161,5.531539728,5.568691094,5.612275302,5.701404223,5.769233323,5.842030765,5.819325368,5.853316314,5.542703995,5.579664202,5.519100415,4.717938931,5.426969452,5.327109513,5.486892383,5.526845146,5.59594595,5.541702538,5.477072891,5.458883673,5.519758498,5.599618679,5.783979221,5.880921812,6.057854042,6.272060815,6.336858794,6.387149072,6.478496561,6.559901321,6.557467927,6.5858852,6.59835571,6.591494867,6.628765507,6.645017704,6.692208822,6.651278886,6.710731851,6.873404045
36,SDN,Sudan,6.8987145,5.841245,11.956321,0,1,0,0,0,0,0,0,12,30.04159,0,41,5,-1.0792785,0,73,0,1,0,0,0,1,0,-3.1810873,-4.4884624,-6.9077554,0.40847522,15.252874,3.5275278,1.8271227,0.98308295,0.7147,0.576,2.51,749.7067871,Sudan,100.3198166,106.1527176,112.3091965,111.2644958,111.1673203,112.605423,112.5277405,118.7622986,120.7669296,129.5597382,143.4661255,151.9777222,160.0622864,192.2940369,238.9065552,280.3155212,336.6038513,404.1007385,421.6444397,419.7025452,429.0219727,495.4863586,387.7712097,354.1902161,439.5502625,333.3590698,408.4733582,481.339325,568.7889404,841.9991455,1301.819092,1678.093262,263.002655,326.7307129,459.4400635,483.7035522,307.8217468,388.8051147,366.1159058,339.2810364,378.1575012,471.3727722,529.4519653,607.0063477,737.1228027,945.6896973,1179.898315,1500.673096,1585.582397,1382.62146,1706.414917,1982.816162,1797.400879,1834.561035,2076.000977,2226.409424,2614.294434,3188.769287,769.8691406,748.0109253,608.3325195,749.7067871,1102.146484,4.608363249,4.664878789,4.721255751,4.711910212,4.711036456,4.723889876,4.723199773,4.777124005,4.793862486,4.864142074,4.966098948,5.023733946,5.075563029,5.259025643,5.476072493,5.63591583,5.818906723,6.0016642,6.044162399,6.039546235,6.061508136,6.205539823,5.9604155,5.869834102,6.085752073,5.809220197,6.012426694,6.176572479,6.343509435,6.735778999,7.171517867,7.425413465,5.572164127,5.789136324,6.130008495,6.181472224,5.729520871,5.963078228,5.902949966,5.82682878,5.935310779,6.155649229,6.271842444,6.408539249,6.602754503,6.8519145,7.07318354,7.313669017,7.368707062,7.231736585,7.442149909,7.592273417,7.494096944,7.514560514,7.638198715,7.708145443,7.868749525,8.067390318,6.646220553,6.617417584,6.41072164,6.61968218,7.005014906
37,SEN,Senegal,7.267525,7.5616875,12.916817,0,0,1,0,0,0,0,0,14,-14.46586,0,74,12,0.99664736,0,91,1,0,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,0.8638997,3.8977208,10.790678,3.034838,5.5183187,0.6939,0.694,0.196,1633.560119,Senegal,306.6416422,314.5083063,313.4021276,314.9893688,324.4367652,320.8959589,321.2030173,311.7862956,317.9925443,293.6279965,297.0429711,297.7691434,349.8163148,390.4826827,427.437442,560.7036727,553.8833965,553.4819289,603.7583426,734.0995434,790.7103565,699.909857,668.0575173,578.3261494,549.5545243,585.6644209,803.4847037,938.8576175,902.2698643,869.4599074,980.7545621,935.6383892,974.3312056,898.912999,598.1454188,732.836373,741.7616647,667.4532061,702.4336928,695.5520829,619.6421235,654.8407274,688.1874795,840.358254,941.8737925,1003.187193,1038.579092,1210.167498,1419.530903,1323.971226,1286.604966,1383.539116,1334.725915,1391.53219,1417.094987,1238.1264,1290.749971,1385.199214,1484.22707,1462.678353,1492.475903,1633.560119,1598.726433,5.725679777,5.751010487,5.747487119,5.752538888,5.782090649,5.771116955,5.772073376,5.742318003,5.762027937,5.682313648,5.693876812,5.6963185,5.857408202,5.967383622,6.057807943,6.329192553,6.316954189,6.316229103,6.403174023,6.598644637,6.672931727,6.550951551,6.504374274,6.360137982,6.309107994,6.372746965,6.688958148,6.844663836,6.80491366,6.767872223,6.888322237,6.841229066,6.881751293,6.801186254,6.3938339,6.596922448,6.609027985,6.503469285,6.554551009,6.544705894,6.429142091,6.484392042,6.5340613,6.733828294,6.847871287,6.910937404,6.9456088,7.098514057,7.258081746,7.188391004,7.159762219,7.232400072,7.196481243,7.238160714,7.256364271,7.121354548,7.162978701,7.233599245,7.302649424,7.288024522,7.3081917,7.398517034,7.376962612
